city,country,continent,lon,lat,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group,wbt_continent_wbt
Chistopol,Russia,Europe,50.625,55.51361398,25,Dfa,"Cold, no dry season, hot summer",62200,Medium (50k-500k),-8.034409
Slobodskoy,Russia,Europe,50.625,58.75,25,Dfa,"Cold, no dry season, hot summer",48962,Small (<50k),-10.638351
Slobodskoy,Russia,Europe,50.625,58.75520927,25,Dfa,"Cold, no dry season, hot summer",48962,Small (<50k),-3.746885
Slobodskoy,Russia,Europe,50.625,58.75521088,25,Dfa,"Cold, no dry season, hot summer",48962,Small (<50k),-3.746885
Yasuj,Iran,Asia,51.25,30.62827225,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96786,Medium (50k-500k),16.951262
Khomeini Shahr,Iran,Asia,51.25,32.51308901,7,BSk,"Arid, steppe, cold",437138,Medium (50k-500k),8.994153
Khomeini Shahr,Iran,Asia,51.25,33,4,BWh,"Arid, desert, hot",437138,Medium (50k-500k),15.320976
Qom,Iran,Asia,51.25,34.39790576,4,BWh,"Arid, desert, hot",973000,Large (500k-1M),15.883471
Tehran,Iran,Asia,51.25,35.34031414,4,BWh,"Arid, desert, hot",179603,Medium (50k-500k),19.344685
Makhambet,Kazakhstan,Asia,51.25,47.59162304,5,BWk,"Arid, desert, cold",8905,Small (<50k),20.032
Otradnyy,Russia,Europe,51.25,53.2460733,25,Dfa,"Cold, no dry season, hot summer",50127,Medium (50k-500k),-7.273934
Yasuj,Iran,Asia,51.5625,30.38949705,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96786,Medium (50k-500k),16.951262
Yasuj,Iran,Asia,51.5625,30.625,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96786,Medium (50k-500k),16.951262
Qomsheh,Iran,Asia,51.5625,31.875,7,BSk,"Arid, steppe, cold",118301,Medium (50k-500k),15.3081045
