city,country,continent,lon,lat,Change_Factor_DSI,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Kibale,Uganda,Africa,30.9375,0.46753089,0,Aw,"Tropical, savannah",5200,Small (<50k)
Mityana,Uganda,Africa,31.875,0.46753089,0,Aw,"Tropical, savannah",41131,Small (<50k)
Kayunga,Uganda,Africa,32.8125,0.46753089,0,Af,"Tropical, rainforest",21704,Small (<50k)
Iganga,Uganda,Africa,33.75,0.46753089,0,Af,"Tropical, rainforest",45024,Small (<50k)
Bungoma,Kenya,Africa,34.6875,0.46753089,0,Af,"Tropical, rainforest",55962,Medium (50k-500k)
Eldoret,Kenya,Africa,35.625,0.46753089,0,Aw,"Tropical, savannah",353381,Medium (50k-500k)
Meru,Kenya,Africa,37.5,0.46753089,0,Aw,"Tropical, savannah",47226,Small (<50k)
Pekanbaru,Indonesia,Asia,101.25,0.46753089,0,Af,"Tropical, rainforest",799000,Large (500k-1M)
Muisne,Ecuador,South America,-79.6875,0.46753089,0,Am,"Tropical, monsoon",13393,Small (<50k)
San Gabriel,Ecuador,South America,-77.8125,0.46753089,0,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.471204188,0.94802129,Aw,"Tropical, savannah",4111,Small (<50k)
Makokou,Gabon,Africa,12.5,0.471204188,1.013637907,Aw,"Tropical, savannah",17070,Small (<50k)
Kisangani,Democratic Republic of the Congo,Africa,25,0.471204188,0.994965687,Af,"Tropical, rainforest",578470,Large (500k-1M)
Kasese,Uganda,Africa,30,0.471204188,1.508931957,Cfb,"Temperate, no dry season, warm summer",67269,Medium (50k-500k)
Mubende,Uganda,Africa,31.25,0.471204188,1.706393498,Aw,"Tropical, savannah",18936,Small (<50k)
Bombo,Uganda,Africa,32.5,0.471204188,1.365983071,Af,"Tropical, rainforest",75000,Medium (50k-500k)
Iganga,Uganda,Africa,33.75,0.471204188,1.282745451,Af,"Tropical, rainforest",45024,Small (<50k)
Eldoret,Kenya,Africa,35,0.471204188,1.498183546,Af,"Tropical, rainforest",353381,Medium (50k-500k)
Meru,Kenya,Africa,37.5,0.471204188,1.350614049,Aw,"Tropical, savannah",47226,Small (<50k)
Pekanbaru,Indonesia,Asia,101.25,0.471204188,0.880536638,Af,"Tropical, rainforest",799000,Large (500k-1M)
Bontang,Indonesia,Asia,117.5,0.471204188,1.371570967,Af,"Tropical, rainforest",101691,Medium (50k-500k)
Muisne,Ecuador,South America,-80,0.471204188,1.029396819,Aw,"Tropical, savannah",13393,Small (<50k)
San Gabriel,Ecuador,South America,-77.5,0.471204188,1.308356465,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.560744943,0,Aw,"Tropical, savannah",4111,Small (<50k)
Yangambi,Democratic Republic of the Congo,Africa,24.75,0.560744943,0,Af,"Tropical, rainforest",35531,Small (<50k)
Beni,Democratic Republic of the Congo,Africa,29.25,0.560744943,0,Af,"Tropical, rainforest",332903,Medium (50k-500k)
Fort Portal,Uganda,Africa,30.375,0.560744943,0,Am,"Tropical, monsoon",42670,Small (<50k)
Mubende,Uganda,Africa,31.5,0.560744943,0,Aw,"Tropical, savannah",18936,Small (<50k)
Bombo,Uganda,Africa,32.625,0.560744943,0,Af,"Tropical, rainforest",75000,Medium (50k-500k)
Iganga,Uganda,Africa,33.75,0.560744943,0,Af,"Tropical, rainforest",45024,Small (<50k)
Kakamega,Kenya,Africa,34.875,0.560744943,0,Af,"Tropical, rainforest",63426,Medium (50k-500k)
Pekanbaru,Indonesia,Asia,101.25,0.560744943,0,Af,"Tropical, rainforest",799000,Large (500k-1M)
Singkawang,Indonesia,Asia,109.125,0.560744943,0,Af,"Tropical, rainforest",248012,Medium (50k-500k)
Gorontalo,Indonesia,Asia,122.625,0.560744943,0,Af,"Tropical, rainforest",365497,Medium (50k-500k)
Muisne,Ecuador,South America,-79.875,0.560744943,0,Aw,"Tropical, savannah",13393,Small (<50k)
San Gabriel,Ecuador,South America,-77.625,0.560744943,0,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.560744943,0,Aw,"Tropical, savannah",4111,Small (<50k)
Yangambi,Democratic Republic of the Congo,Africa,24.75,0.560744943,0,Af,"Tropical, rainforest",35531,Small (<50k)
Beni,Democratic Republic of the Congo,Africa,29.25,0.560744943,0,Af,"Tropical, rainforest",332903,Medium (50k-500k)
Fort Portal,Uganda,Africa,30.375,0.560744943,0,Am,"Tropical, monsoon",42670,Small (<50k)
Mubende,Uganda,Africa,31.5,0.560744943,0,Aw,"Tropical, savannah",18936,Small (<50k)
Bombo,Uganda,Africa,32.625,0.560744943,0,Af,"Tropical, rainforest",75000,Medium (50k-500k)
Iganga,Uganda,Africa,33.75,0.560744943,0,Af,"Tropical, rainforest",45024,Small (<50k)
Kakamega,Kenya,Africa,34.875,0.560744943,0,Af,"Tropical, rainforest",63426,Medium (50k-500k)
Pekanbaru,Indonesia,Asia,101.25,0.560744943,0,Af,"Tropical, rainforest",799000,Large (500k-1M)
Singkawang,Indonesia,Asia,109.125,0.560744943,0,Af,"Tropical, rainforest",248012,Medium (50k-500k)
Gorontalo,Indonesia,Asia,122.625,0.560744943,0,Af,"Tropical, rainforest",365497,Medium (50k-500k)
Muisne,Ecuador,South America,-79.875,0.560744943,0,Aw,"Tropical, savannah",13393,Small (<50k)
San Gabriel,Ecuador,South America,-77.625,0.560744943,0,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Mékambo,Gabon,Africa,14.0625,0.625,1.527776197,Aw,"Tropical, savannah",3170,Small (<50k)
Kisangani,Democratic Republic of the Congo,Africa,25.3125,0.625,1.233166156,Af,"Tropical, rainforest",578470,Large (500k-1M)
Beni,Democratic Republic of the Congo,Africa,29.0625,0.625,0.928107163,Af,"Tropical, rainforest",332903,Medium (50k-500k)
Kibale,Uganda,Africa,30.9375,0.625,0.884125885,Aw,"Tropical, savannah",5200,Small (<50k)
Kayunga,Uganda,Africa,32.8125,0.625,0.898526184,Af,"Tropical, rainforest",21704,Small (<50k)
Bungoma,Kenya,Africa,34.6875,0.625,0.75997373,Af,"Tropical, rainforest",55962,Medium (50k-500k)
Gorontalo,Indonesia,Asia,122.8125,0.625,1.206884592,Af,"Tropical, rainforest",365497,Medium (50k-500k)
Esmeraldas,Ecuador,South America,-79.6875,0.625,0.774221826,Aw,"Tropical, savannah",173101,Medium (50k-500k)
San Gabriel,Ecuador,South America,-77.8125,0.625,1.193439471,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.700383803,1.138109997,Aw,"Tropical, savannah",4111,Small (<50k)
Makokou,Gabon,Africa,12.65625,0.700383803,0.992510047,Aw,"Tropical, savannah",17070,Small (<50k)
Mékambo,Gabon,Africa,14.0625,0.700383803,0.9842366,Aw,"Tropical, savannah",3170,Small (<50k)
Kisangani,Democratic Republic of the Congo,Africa,25.3125,0.700383803,1.19129391,Af,"Tropical, rainforest",578470,Large (500k-1M)
Beni,Democratic Republic of the Congo,Africa,29.53125,0.700383803,1.391507798,Af,"Tropical, rainforest",332903,Medium (50k-500k)
Kibale,Uganda,Africa,30.9375,0.700383803,1.201556818,Aw,"Tropical, savannah",5200,Small (<50k)
Bombo,Uganda,Africa,32.34375,0.700383803,1.368968099,Am,"Tropical, monsoon",75000,Medium (50k-500k)
Iganga,Uganda,Africa,33.75,0.700383803,1.185816035,Af,"Tropical, rainforest",45024,Small (<50k)
Eldoret,Kenya,Africa,35.15625,0.700383803,1.159897484,Am,"Tropical, monsoon",353381,Medium (50k-500k)
Maralal,Kenya,Africa,36.5625,0.700383803,1.660345042,Aw,"Tropical, savannah",20841,Small (<50k)
Pekanbaru,Indonesia,Asia,101.25,0.700383803,1.15339581,Af,"Tropical, rainforest",799000,Large (500k-1M)
Ipiales,Colombia,South America,-77.34375,0.700383803,1.394080869,Cfb,"Temperate, no dry season, warm summer",109618,Medium (50k-500k)
Mitzik,Gabon,Africa,12,0.75,0.951790668,Aw,"Tropical, savannah",4111,Small (<50k)
Mékambo,Gabon,Africa,14,0.75,1.066998128,Aw,"Tropical, savannah",3170,Small (<50k)
Yangambi,Democratic Republic of the Congo,Africa,24,0.75,1.139100688,Af,"Tropical, rainforest",35531,Small (<50k)
Fort Portal,Uganda,Africa,30,0.75,1.13620447,Am,"Tropical, monsoon",42670,Small (<50k)
Kiboga,Uganda,Africa,32,0.75,1.140251112,Aw,"Tropical, savannah",14512,Small (<50k)
Tororo,Uganda,Africa,34,0.75,1.000917038,Af,"Tropical, rainforest",150000,Medium (50k-500k)
Muisne,Ecuador,South America,-80,0.75,0.741029639,Aw,"Tropical, savannah",13393,Small (<50k)
San Gabriel,Ecuador,South America,-78,0.75,0.998228679,ET,"Polar, tundra",16066,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.932629883,0,Aw,"Tropical, savannah",4111,Small (<50k)
Yangambi,Democratic Republic of the Congo,Africa,24.375,0.932629883,0,Af,"Tropical, rainforest",35531,Small (<50k)
Fort Portal,Uganda,Africa,30,0.932629883,0,Af,"Tropical, rainforest",42670,Small (<50k)
Kiboga,Uganda,Africa,31.875,0.932629883,0,Aw,"Tropical, savannah",14512,Small (<50k)
Pallisa,Uganda,Africa,33.75,0.932629883,0,Af,"Tropical, rainforest",30745,Small (<50k)
Pekanbaru,Indonesia,Asia,101.25,0.932629883,0,Af,"Tropical, rainforest",799000,Large (500k-1M)
San Lorenzo,Ecuador,South America,-78.75,0.932629883,0,Af,"Tropical, rainforest",20209,Small (<50k)
Mocoa,Colombia,South America,-76.875,0.932629883,0,Af,"Tropical, rainforest",22035,Small (<50k)
Mitzik,Gabon,Africa,11.25,0.932629968,0,Aw,"Tropical, savannah",4111,Small (<50k)
Yangambi,Democratic Republic of the Congo,Africa,24.375,0.932629968,0,Af,"Tropical, rainforest",35531,Small (<50k)
Fort Portal,Uganda,Africa,30,0.932629968,0,Af,"Tropical, rainforest",42670,Small (<50k)
Kiboga,Uganda,Africa,31.875,0.932629968,0,Aw,"Tropical, savannah",14512,Small (<50k)
Pallisa,Uganda,Africa,33.75,0.932629968,0,Af,"Tropical, rainforest",30745,Small (<50k)
Pekanbaru,Indonesia,Asia,101.25,0.932629968,0,Af,"Tropical, rainforest",799000,Large (500k-1M)
San Lorenzo,Ecuador,South America,-78.75,0.932629968,0,Af,"Tropical, rainforest",20209,Small (<50k)
Mocoa,Colombia,South America,-76.875,0.932629968,0,Af,"Tropical, rainforest",22035,Small (<50k)
Mitzik,Gabon,Africa,11.25,1,0,Aw,"Tropical, savannah",4111,Small (<50k)
Mékambo,Gabon,Africa,13.75,1,0,Aw,"Tropical, savannah",3170,Small (<50k)
Basoko,Democratic Republic of the Congo,Africa,23.75,1,0,Af,"Tropical, rainforest",43709,Small (<50k)
Kibale,Uganda,Africa,31.25,1,0,Aw,"Tropical, savannah",5200,Small (<50k)
Pallisa,Uganda,Africa,33.75,1,0,Af,"Tropical, rainforest",30745,Small (<50k)
Maralal,Kenya,Africa,36.25,1,0,BSh,"Arid, steppe, hot",20841,Small (<50k)
San Lorenzo,Ecuador,South America,-78.75,1,0,Af,"Tropical, rainforest",20209,Small (<50k)
Mocoa,Colombia,South America,-76.25,1,0,Af,"Tropical, rainforest",22035,Small (<50k)
Mékambo,Gabon,Africa,14,1.012658228,0,Aw,"Tropical, savannah",3170,Small (<50k)
Basankusu,Democratic Republic of the Congo,Africa,20,1.012658228,0,Af,"Tropical, rainforest",52216,Medium (50k-500k)
Fort Portal,Uganda,Africa,30,1.012658228,0,Af,"Tropical, rainforest",42670,Small (<50k)
Kiboga,Uganda,Africa,32,1.012658228,0,Aw,"Tropical, savannah",14512,Small (<50k)
Mbale,Uganda,Africa,34,1.012658228,0,Af,"Tropical, rainforest",402368,Medium (50k-500k)
Singapore,Singapore,Asia,104,1.012658228,0,Af,"Tropical, rainforest",5183700,Very Large (>1M)
Tulcán,Ecuador,South America,-78,1.012658228,0,Af,"Tropical, rainforest",83000,Medium (50k-500k)
Mitú,Colombia,South America,-70,1.012658228,0,Af,"Tropical, rainforest",5917,Small (<50k)
Mongomo,Equatorial Guinea,Africa,11.25,1.25,0,Am,"Tropical, monsoon",6560,Small (<50k)
Bunia,Democratic Republic of the Congo,Africa,30,1.25,0,Af,"Tropical, rainforest",96764,Medium (50k-500k)
Kiboga,Uganda,Africa,31.875,1.25,0,Aw,"Tropical, savannah",14512,Small (<50k)
Pallisa,Uganda,Africa,33.75,1.25,0,Am,"Tropical, monsoon",30745,Small (<50k)
Padangsidempuan,Indonesia,Asia,99.375,1.25,0,Af,"Tropical, rainforest",266882,Medium (50k-500k)
Kuching,Malaysia,Asia,110.625,1.25,0,Af,"Tropical, rainforest",570407,Large (500k-1M)
San Lorenzo,Ecuador,South America,-78.75,1.25,0,Af,"Tropical, rainforest",20209,Small (<50k)
Mocoa,Colombia,South America,-76.875,1.25,0,Cfb,"Temperate, no dry season, warm summer",22035,Small (<50k)
Basankusu,Democratic Republic of the Congo,Africa,20,1.2676057,0,Af,"Tropical, rainforest",52216,Medium (50k-500k)
Bafwasende,Democratic Republic of the Congo,Africa,27.5,1.2676057,0,Af,"Tropical, rainforest",149,Small (<50k)
Bunia,Democratic Republic of the Congo,Africa,30,1.2676057,0,Af,"Tropical, rainforest",96764,Medium (50k-500k)
Nakasongola,Uganda,Africa,32.5,1.2676057,0,Aw,"Tropical, savannah",6921,Small (<50k)
Kitale,Kenya,Africa,35,1.2676057,0,Aw,"Tropical, savannah",150495,Medium (50k-500k)
Bu'aale,Somalia,Africa,42.5,1.2676057,0,BSh,"Arid, steppe, hot",1490,Small (<50k)
Kuching,Malaysia,Asia,110,1.2676057,0,Af,"Tropical, rainforest",570407,Large (500k-1M)
Manado,Indonesia,Asia,125,1.2676057,0,Af,"Tropical, rainforest",451893,Medium (50k-500k)
Túquerres,Colombia,South America,-77.5,1.2676057,0,Aw,"Tropical, savannah",33979,Small (<50k)
Mitú,Colombia,South America,-70,1.2676057,0,Af,"Tropical, rainforest",5917,Small (<50k)
Mongomo,Equatorial Guinea,Africa,11.25,1.395306911,1.09792604,Am,"Tropical, monsoon",6560,Small (<50k)
Mékambo,Gabon,Africa,14.0625,1.395306911,1.023963293,Am,"Tropical, monsoon",3170,Small (<50k)
Basankusu,Democratic Republic of the Congo,Africa,19.6875,1.395306911,0.754960638,Af,"Tropical, rainforest",52216,Medium (50k-500k)
Kumi,Uganda,Africa,33.75,1.395306911,1.401033733,Am,"Tropical, monsoon",13000,Small (<50k)
Maralal,Kenya,Africa,36.5625,1.395306911,2.330352792,BSh,"Arid, steppe, hot",20841,Small (<50k)
San Lorenzo,Ecuador,South America,-78.75,1.395306911,1.019759904,Af,"Tropical, rainforest",20209,Small (<50k)
Florencia,Colombia,South America,-75.9375,1.395306911,1.118146019,Af,"Tropical, rainforest",130337,Medium (50k-500k)
Mitú,Colombia,South America,-70.3125,1.395306911,1.056356373,Af,"Tropical, rainforest",5917,Small (<50k)
Evinayong,Equatorial Guinea,Africa,10.3125,1.40259267,0,Am,"Tropical, monsoon",8462,Small (<50k)
Mongomo,Equatorial Guinea,Africa,11.25,1.40259267,0,Am,"Tropical, monsoon",6560,Small (<50k)
Mékambo,Gabon,Africa,14.0625,1.40259267,0,Am,"Tropical, monsoon",3170,Small (<50k)
Ouésso,Republic of the Congo,Africa,15.9375,1.40259267,0,Am,"Tropical, monsoon",28320,Small (<50k)
Impfondo,Republic of the Congo,Africa,17.8125,1.40259267,0,Af,"Tropical, rainforest",20859,Small (<50k)
Basankusu,Democratic Republic of the Congo,Africa,19.6875,1.40259267,0,Af,"Tropical, rainforest",52216,Medium (50k-500k)
Bongandanga,Democratic Republic of the Congo,Africa,20.625,1.40259267,0,Af,"Tropical, rainforest",4105,Small (<50k)
Basoko,Democratic Republic of the Congo,Africa,23.4375,1.40259267,0,Af,"Tropical, rainforest",43709,Small (<50k)
Bafwasende,Democratic Republic of the Congo,Africa,27.1875,1.40259267,0,Af,"Tropical, rainforest",149,Small (<50k)
Bunia,Democratic Republic of the Congo,Africa,30,1.40259267,0,Af,"Tropical, rainforest",96764,Medium (50k-500k)
Masindi,Uganda,Africa,31.875,1.40259267,0,Aw,"Tropical, savannah",31486,Small (<50k)
Nakasongola,Uganda,Africa,32.8125,1.40259267,0,Aw,"Tropical, savannah",6921,Small (<50k)
Kumi,Uganda,Africa,33.75,1.40259267,0,Am,"Tropical, monsoon",13000,Small (<50k)
Sironko,Uganda,Africa,34.6875,1.40259267,0,Am,"Tropical, monsoon",14100,Small (<50k)
Maralal,Kenya,Africa,36.5625,1.40259267,0,BSh,"Arid, steppe, hot",20841,Small (<50k)
Wajir,Kenya,Africa,40.3125,1.40259267,0,BWh,"Arid, desert, hot",45771,Small (<50k)
Padangsidempuan,Indonesia,Asia,99.375,1.40259267,0,Af,"Tropical, rainforest",266882,Medium (50k-500k)
Kuching,Malaysia,Asia,110.625,1.40259267,0,Af,"Tropical, rainforest",570407,Large (500k-1M)
San Lorenzo,Ecuador,South America,-78.75,1.40259267,0,Af,"Tropical, rainforest",20209,Small (<50k)
Túquerres,Colombia,South America,-77.8125,1.40259267,0,Af,"Tropical, rainforest",33979,Small (<50k)
Mocoa,Colombia,South America,-76.875,1.40259267,0,Cfb,"Temperate, no dry season, warm summer",22035,Small (<50k)
Florencia,Colombia,South America,-75.9375,1.40259267,0,Af,"Tropical, rainforest",130337,Medium (50k-500k)
Mitú,Colombia,South America,-70.3125,1.40259267,0,Af,"Tropical, rainforest",5917,Small (<50k)
Mongomo,Equatorial Guinea,Africa,11.25,1.413612565,1.020157642,Am,"Tropical, monsoon",6560,Small (<50k)
Mékambo,Gabon,Africa,13.75,1.413612565,1.034707356,Am,"Tropical, monsoon",3170,Small (<50k)
Ouésso,Republic of the Congo,Africa,16.25,1.413612565,0.926984797,Am,"Tropical, monsoon",28320,Small (<50k)
Basankusu,Democratic Republic of the Congo,Africa,20,1.413612565,0.873870106,Af,"Tropical, rainforest",52216,Medium (50k-500k)
Bongandanga,Democratic Republic of the Congo,Africa,21.25,1.413612565,0.929113821,Af,"Tropical, rainforest",4105,Small (<50k)
Basoko,Democratic Republic of the Congo,Africa,23.75,1.413612565,0.953994331,Af,"Tropical, rainforest",43709,Small (<50k)
Bafwasende,Democratic Republic of the Congo,Africa,27.5,1.413612565,1.159454395,Af,"Tropical, rainforest",149,Small (<50k)
Bunia,Democratic Republic of the Congo,Africa,30,1.413612565,1.151340359,Af,"Tropical, rainforest",96764,Medium (50k-500k)
Nakasongola,Uganda,Africa,32.5,1.413612565,1.179323664,Aw,"Tropical, savannah",6921,Small (<50k)
Kumi,Uganda,Africa,33.75,1.413612565,1.112810631,Am,"Tropical, monsoon",13000,Small (<50k)
Kitale,Kenya,Africa,35,1.413612565,1.306391393,Aw,"Tropical, savannah",150495,Medium (50k-500k)
Wajir,Kenya,Africa,40,1.413612565,2.328629811,BWh,"Arid, desert, hot",45771,Small (<50k)
Bu'aale,Somalia,Africa,42.5,1.413612565,1.800828154,BSh,"Arid, steppe, hot",1490,Small (<50k)
Johor Bahru,Malaysia,Asia,103.75,1.413612565,0.928074833,Af,"Tropical, rainforest",875000,Large (500k-1M)
Kuching,Malaysia,Asia,110,1.413612565,0.861660966,Af,"Tropical, rainforest",570407,Large (500k-1M)
Manado,Indonesia,Asia,125,1.413612565,0.971133731,Af,"Tropical, rainforest",451893,Medium (50k-500k)
San Lorenzo,Ecuador,South America,-78.75,1.413612565,1.212895093,Af,"Tropical, rainforest",20209,Small (<50k)
Pasto,Colombia,South America,-77.5,1.413612565,1.400757909,Am,"Tropical, monsoon",382236,Medium (50k-500k)
Mitú,Colombia,South America,-70,1.413612565,0.821675159,Af,"Tropical, rainforest",5917,Small (<50k)
Caracaraí,Brazil,South America,-61.25,1.413612565,0.768785715,Am,"Tropical, monsoon",11368,Small (<50k)
Bata,Equatorial Guinea,Africa,10.125,1.682234826,0,Am,"Tropical, monsoon",173046,Medium (50k-500k)
Mongomo,Equatorial Guinea,Africa,11.25,1.682234826,0,Am,"Tropical, monsoon",6560,Small (<50k)
Sembe,Republic of the Congo,Africa,14.625,1.682234826,0,Am,"Tropical, monsoon",9679,Small (<50k)
Ouésso,Republic of the Congo,Africa,15.75,1.682234826,0,Am,"Tropical, monsoon",28320,Small (<50k)
Impfondo,Republic of the Congo,Africa,18,1.682234826,0,Am,"Tropical, monsoon",20859,Small (<50k)
Bongandanga,Democratic Republic of the Congo,Africa,21.375,1.682234826,0,Af,"Tropical, rainforest",4105,Small (<50k)
Basoko,Democratic Republic of the Congo,Africa,23.625,1.682234826,0,Af,"Tropical, rainforest",43709,Small (<50k)
Bunia,Democratic Republic of the Congo,Africa,30.375,1.682234826,0,Af,"Tropical, rainforest",96764,Medium (50k-500k)
Masindi,Uganda,Africa,31.5,1.682234826,0,Aw,"Tropical, savannah",31486,Small (<50k)
Nakasongola,Uganda,Africa,32.625,1.682234826,0,Aw,"Tropical, savannah",6921,Small (<50k)
Soroti,Uganda,Africa,33.75,1.682234826,0,Aw,"Tropical, savannah",1038,Small (<50k)
Sibolga,Indonesia,Asia,99,1.682234826,0,Af,"Tropical, rainforest",217312,Medium (50k-500k)
Johor Bahru,Malaysia,Asia,103.5,1.682234826,0,Af,"Tropical, rainforest",875000,Large (500k-1M)
Kuching,Malaysia,Asia,110.25,1.682234826,0,Af,"Tropical, rainforest",570407,Large (500k-1M)
Tumaco,Colombia,South America,-78.75,1.682234826,0,Af,"Tropical, rainforest",86713,Medium (50k-500k)
Florencia,Colombia,South America,-75.375,1.682234826,0,Af,"Tropical, rainforest",130337,Medium (50k-500k)
Caracaraí,Brazil,South America,-60.75,1.682234826,0,Am,"Tropical, monsoon",11368,Small (<50k)
Amapá,Brazil,South America,-50.625,1.682234826,0,Am,"Tropical, monsoon",1947,Small (<50k)
Bata,Equatorial Guinea,Africa,10.125,1.682234826,0,Am,"Tropical, monsoon",173046,Medium (50k-500k)
Mongomo,Equatorial Guinea,Africa,11.25,1.682234826,0,Am,"Tropical, monsoon",6560,Small (<50k)
Sembe,Republic of the Congo,Africa,14.625,1.682234826,0,Am,"Tropical, monsoon",9679,Small (<50k)
Ouésso,Republic of the Congo,Africa,15.75,1.682234826,0,Am,"Tropical, monsoon",28320,Small (<50k)
Impfondo,Republic of the Congo,Africa,18,1.682234826,0,Am,"Tropical, monsoon",20859,Small (<50k)
Bongandanga,Democratic Republic of the Congo,Africa,21.375,1.682234826,0,Af,"Tropical, rainforest",4105,Small (<50k)
Basoko,Democratic Republic of the Congo,Africa,23.625,1.682234826,0,Af,"Tropical, rainforest",43709,Small (<50k)
Bunia,Democratic Republic of the Congo,Africa,30.375,1.682234826,0,Af,"Tropical, rainforest",96764,Medium (50k-500k)
Masindi,Uganda,Africa,31.5,1.682234826,0,Aw,"Tropical, savannah",31486,Small (<50k)
Nakasongola,Uganda,Africa,32.625,1.682234826,0,Aw,"Tropical, savannah",6921,Small (<50k)
Soroti,Uganda,Africa,33.75,1.682234826,0,Aw,"Tropical, savannah",1038,Small (<50k)
Sibolga,Indonesia,Asia,99,1.682234826,0,Af,"Tropical, rainforest",217312,Medium (50k-500k)
